Broncode/Source code|Referentie/Reference
REF.0581| waarde verkegen van fabrikant: Alpro Soja Nederland
REF.0583| waarde verkegen van fabrikant: Westland Kaas Groep
REF.0585| waarde verkegen van fabrikant: Kühne Nederland
REF.0586| waarde verkegen van fabrikant: Frank Li
REF.0587| waarde verkegen van fabrikant: Chambourcy
REF.0588| waarde verkegen van fabrikant: Aviko
REF.0589| waarde verkegen van fabrikant: Albert Heijn
REF.0590| waarde verkegen van fabrikant: Johma Nederland
REF.0595| waarde verkegen van fabrikant: Remia
REF.0601| waarde verkegen van fabrikant: Koninklijke Eru
REF.0602| waarde verkegen van fabrikant: Kon. Kaasfabriek Eijssen
REF.0603| waarde verkegen van fabrikant: Baars kaas
REF.0604| waarde verkegen van fabrikant: Boerink Melkblok
REF.0605| waarde verkegen van fabrikant: Stegeman
REF.0607| waarde verkegen van fabrikant: Bakker Lekkerkerk
REF.0608| waarde verkegen van fabrikant: Zwanenberg food group
REF.0612| waarde verkegen van fabrikant: Mona
REF.0613| waarde verkegen van fabrikant: Yakult Netherlands
REF.0614| waarde verkegen van fabrikant: Leaf Holland
REF.0617| waarde verkegen van fabrikant: Kon. De Ruijter (choc.prod.)
REF.0618| waarde verkegen van fabrikant: Tivall Nederland
REF.0621| waarde verkegen van fabrikant: United Soft Drinks
REF.0623| waarde verkegen van fabrikant: Marlow Foods (Quorn)
REF.0625| waarde verkegen van fabrikant: Van der Meulen Meesterbakkers
REF.0626| waarde verkregen van fabrikant: CIV Superunie
REF.0627| waarde verkegen van fabrikant: Laurus Nederland
REF.0628| waarde verkegen van fabrikant: Natudis
REF.0630| waarde verkegen van fabrikant: Nutrition&Santé
REF.0632| waarde verkegen van fabrikant: De Burg
REF.0633| waarde verkegen van fabrikant: Smiths Food Group
REF.0635| waarde verkegen van fabrikant: Ad van Geloven (incl Mora)
REF.0639| waarde verkegen van fabrikant: Kruidvat
REF.0640| waarde verkegen van fabrikant: Schuitema
REF.0642| waarde verkegen van fabrikant: PepsiCo
REF.0645| waarde verkegen van fabrikant: Lidl Nederland
REF.0646| waarde verkegen van fabrikant: Bickery Food Group
REF.0648| waarde verkegen van fabrikant: Aldi Nederland
REF.0650| waarde verkegen van fabrikant: Refresco Holding
REF.0651| waarde verkegen van fabrikant: Vrumona
REF.0652| waarde verkegen van fabrikant: Storck
REF.0653| waarde verkegen van fabrikant: Lotus Bakeries
REF.0657| waarde verkegen van fabrikant: BeDo Imex
REF.0661| waarde verkegen van fabrikant: Enkco Foodgroup
REF.0663| waarde verkegen van fabrikant: Hollandia Matzes
REF.0664| waarde verkegen van fabrikant: Barilla Netherlands
REF.0667| waarde verkegen van fabrikant: Haribo Nederland
REF.0668| waarde verkegen van fabrikant: Surango
REF.0670| waarde verkegen van fabrikant: Red Bull Nederland
REF.0674| waarde verkegen van fabrikant: Coca-Cola Nederland
REF.0680| waarde verkegen van fabrikant: Pombar
REF.0686| waarde verkegen van fabrikant: Elite Salades & Snacks
REF.0691| waarde verkegen van fabrikant: Kraft Foods
REF.0693| waarde verkegen van fabrikant: Merk bekend,fabrikant onbekend
REF.0694| waarde verkegen van fabrikant: Wander
REF.0696| waarde verkegen van fabrikant: Suiker Unie
REF.0697| waarde verkegen van fabrikant: Smilde Bakery
REF.0701| waarde verkegen van fabrikant: Van der Breggen
REF.0702| waarde verkegen van fabrikant: Baileys
REF.0703| waarde verkegen van fabrikant: Royaan
REF.0704| waarde verkegen van fabrikant: Arla Foods
REF.0705| waarde verkegen van fabrikant: Lutece
REF.0706| waarde verkegen van fabrikant: Brinkers Food
REF.0707| waarde verkegen van fabrikant: Peeters Producten
REF.0708| waarde verkegen van fabrikant: Ouwehand Visverwerking
REF.0710| waarde verkegen van fabrikant: Keesmakers
REF.0711| waarde verkegen van fabrikant: FrieslandCampina
REF.0712| waarde verkegen van fabrikant: Bel Nederland
REF.0713| waarde verkegen van fabrikant: Fanofinefood
REF.0715| waarde verkegen van fabrikant: Grunschnabel Ice Laboratories
REF.0716| waarde verkegen van fabrikant: Zeelandia
REF.0717| waarde verkegen van fabrikant: Donkers chocolade&suikerwerken
REF.0721| waarde verkegen van fabrikant: Dr. Schär
REF.0722| waarde verkegen van fabrikant: Lufo Int Trading
REF.0723| waarde verkegen van fabrikant: Slippens, vleeswaren
REF.0725| waarde verkegen van fabrikant: Luiten, vleeswaren
REF.0727| waarde verkegen van fabrikant: Bonduelle Benelux
REF.0729| waarde verkegen van fabrikant: Tranova
REF.0732| waarde verkegen van fabrikant: Heineken Nederland Supply
REF.0735| waarde verkegen van fabrikant: Bakkerij 't Stoepje
REF.0743| waarde verkegen van fabrikant: Jumbo supermarkten
REF.0744| waarde verkegen van fabrikant: Geska Glarius
REF.0747| waarde verkegen van fabrikant: Ocean Spray
REF.0752| waarde verkegen van fabrikant: Aviateur Banketbakkerijen
REF.0753| waarde verkegen van fabrikant: Frumarco Frutesse
REF.0754| waarde verkegen van fabrikant: Etos
REF.0755| waarde verkegen van fabrikant: Henri van de Bilt
REF.0757| waarde verkegen van fabrikant: HJ Heinz
REF.0758| waarde verkegen van fabrikant: Geurts conservenfabriek
REF.0759| waarde verkegen van fabrikant: FrieslandCampina Cheese
REF.0760| waarde verkegen van fabrikant: John West
REF.0765| waarde verkegen van fabrikant: Patisserie Unique
REF.0766| waarde verkegen van fabrikant: Gb Plange
REF.0770| waarde verkegen van fabrikant: Grolsche Bierbrouwerij
REF.0773| waarde verkegen van fabrikant: Sligro Food Group Nederland
REF.0781| waarde verkegen van fabrikant: Mondelez Nederland
REF.0786| waarde verkegen van fabrikant: Smilde Foods
REF.0787| waarde verkegen van fabrikant: Vandemoortele
REF.0790| waarde verkegen van fabrikant: Tartex
REF.0791| waarde geschat door deskundige
REF.0802| Table Ciqual 2016, French Food Composition Table, https://ciqual.anses.fr//, 2016   Anses, France
REF.0803| Swiss Food Composition Database V5.2, 2015   FSVO, Switzerland
REF.0804| waarde verkegen van fabrikant: Milcobel cvba
REF.0807| waarde verkegen van fabrikant: Healthy People
REF.0809| NEVO-team   Achtergronddocument wijzigingen (incl aanpassingen recepten) tbv NEVO-tabel 2019 (intern document), 2019   RIVM
REF.0810| New Zealand Food Composition Database: New Zealand FOODfiles 2016 Version 01, 2016   The New Zealand Institute for Plant & Food Research Limited
REF.0814| NEVO-team   Vaststellen logische nullen tbv NEVO (intern document) / Determination of logical value for NEVO (internal document), 2017   RIVM
REF.0814.020| NEVO-team   Vaststellen logische nullen tbv NEVO (intern document) / Determination of logical value for NEVO (internal document), 2017   RIVM Analysemethode: Inschatting obv een of meer nutrienten in hetzelfde voedingsmiddel
REF.0816| waarde verkegen van fabrikant: Organix Nederland
REF.0820.001|" Analysecijfers bij NVWA rapport: Monitoring van het gehalte aan keukenzout in diverse levensmiddelen 2017   2018   NVWA Analysemethode: Atomaire absorptiespectrometrie AAS || na natte destructie"
REF.0821| Danish Food Composition Database. Fødevaredatabanken, version 2017. Fooddata R2, 2017   DTU Denemarken
REF.0822| NEVO-team   Natrium berekend uit zout (Na mg = zout mg x 0.4)
REF.0823| waarde verkegen van fabrikant: Ambtman Jr. Import Export
REF.0837| waarde verkegen van fabrikant: De Vegetarische Slager
REF.0846| Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion
REF.0846.002|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: Distillatie titrimetrie || Stikstof en eiwit || Kjeldahl"
REF.0846.003|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: Drogen aan lucht || Droge stof / Water"
REF.0846.004|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: Droge verassing || As"
REF.0846.011|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: HPLC || Carotenoiden"
REF.0846.012|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: HPLC || Mono en disachariden"
REF.0846.014|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: HPLC || Tocoferolen"
REF.0846.018|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: Inductief gekoppeld plasma massaspectrometrie (ICP-MS) || Jodium/Jodide/ Jodaat"
REF.0846.019|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: Inductief gekoppeld plasma massaspectrometrie (ICP-MS) || P, I, Cu, Na, Mg, Se, Zn"
REF.0846.021|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: Microbiologisch assay || Folaat en foliumzuur"
REF.0846.024|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: UPLC || Nicotinezuur"
REF.0846.026|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: UPLC || Vitamine B1"
REF.0846.027|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: UPLC || Vitamine B2"
REF.0846.028|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: UPLC || Vitamine B6"
REF.0846.029|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: UPLC || Vitamine C"
REF.0846.030|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: UPLC || Vitamine K1 / K2"
REF.0846.031|" Haan HPM de   Analyses NEVO productonderzoek 2017-2018 - resultaten (interne rapportage)   2018, Triskelion Analysemethode: Zure hydrolyse met gravimetrische bepaling || Totaal vet"
REF.0847| USDA National Nutrient Database for Standard Reference, Legacy Release. Nutrient Data Laboratory, http://www.ars.usda.gov/nutrientdata, 2018   US Department of Agriculture
REF.0849.009| Heemskerk BV   Analyses rauwe groenten 2016-2018   2018, Alcontrol Analysemethode: Gaschromatografie
REF.0850| Hulshof PJM   Fatty acid composition of selected edible fats and oils   2019,  WUR
REF.0851| Pinchen H ea   McCance and Widdowson’s The Composition of Foods Integrated Dataset 2019, GW-285, 2019   Public Health England
REF.0854| waarde verkegen van fabrikant: Fromarsac
REF.0855| waarde verkegen van fabrikant: HiPP Nederland
REF.0856.017|" NBC   Tiende landelijke steekproef zoutgehalte in brood 2018, vertrouwelijk  Merieux NutriScience Analysemethode: Inductief gekoppeld plasma atomaire emissie spectrometrie (ICP-AES) || Ca, P, Mg, Zn, Fe, Na, K"
REF.0857| Alliantie Voeding in de Zorg, Ziekenhuis Gelderse Vallei   Analyse fosforgehaltes in heldere dranken   2019, CBLB  WUR
REF.0860| waarde verkegen van fabrikant: Bonbebe
REF.0861| Livsmedelsverket The Swedish National Food Administration's food database, version 2017-12-15. http://www.livsmedelsverket.se/en/, 2017   The National Food Admin Sweden
REF.1396| waarde verkegen van fabrikant: Weerribben zuivel
REF.1402| Danish Food Composition Database, versie 4. http://frida.fooddata.dk/, 2019   The Food Institute, DTU, Denmarken
REF.1405| USDA FoodData Central, 2019   https://fdc.nal.usda.gov/   2019, US Department of Agriculture
REF.1406| NEVO-team   Achtergronddocument wijzigingen (incl aanpassingen recepten) tbv NEVO-tabel 2021 (intern document), 2021   RIVM
REF.1419| waarde verkegen van fabrikant: Pit&Pit
REF.1420| waarde verkegen van fabrikant: Barry Callebaut
REF.1426| Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion
REF.1426.002|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: Distillatie titrimetrie || Stikstof en eiwit || Kjeldahl"
REF.1426.003|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: Drogen aan lucht || Droge stof / Water"
REF.1426.004|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: Droge verassing || As"
REF.1426.007|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: Enzymatisch met HPLC || Vezel || AOAC2009.01"
REF.1426.010|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: HPAECPAD || Mono- en disachariden"
REF.1426.011|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: HPLC || Carotenoiden"
REF.1426.013|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: HPLC || Retinol"
REF.1426.014|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: HPLC || Tocoferolen"
REF.1426.015|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: HPLC || Vitamine D3"
REF.1426.018|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: Inductief gekoppeld plasma massaspectrometrie (ICP-MS) || Jodium/Jodide/ Jodaat"
REF.1426.019|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: Inductief gekoppeld plasma massaspectrometrie (ICP-MS) || P, I, Cu, Na, Mg, Se, Zn"
REF.1426.021|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: Microbiologisch assay || Folaat en foliumzuur"
REF.1426.023|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: Schoorl methode || Mono- en disacchariden"
REF.1426.024|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: UPLC || Nicotinezuur"
REF.1426.026|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: UPLC || Vitamine B1"
REF.1426.027|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: UPLC || Vitamine B2"
REF.1426.028|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: UPLC || Vitamine B6"
REF.1426.029|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: UPLC || Vitamine C"
REF.1426.030|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: UPLC || Vitamine K1 / K2"
REF.1426.031|" Haan HPM de en M. van Bruijsvoort   Analyses NEVO productonderzoek 2019-2020 - resultaten (interne rapportage)   2020, Triskelion Analysemethode: Zure hydrolyse met gravimetrische bepaling || Totaal vet"
REF.1428| Convenant gebruik bakkerszout. Staatscourant nr 209. Gepubliceerd op 28-10-2008.
REF.1433| FAO/INFOODS Global Food Composition Database for Fish and Shellfish Version 1.0-uFiSh1.0   FAO (2016) Rome, Italy
REF.1435| Table Ciqual 2020, French Food Composition Table, https://ciqual.anses.fr//, 2020   Anses, France
